message,response
no dings at all?,No dings or scratches it was covered with a dining cloth most of the time.
and the chair covers are there any stains on them?,No stains on the chair covers and they are washable and replaceable if you do happen to stain them
would i have to pick it up or do you deliver?,"I can deliver them, free delivery if you live within 10 miles, otherwise delivery is $25"
Awesome would you take 450 by chance?,I was hoping to get $500 for them. They are of superior quality.
"Hi, are you interested in the apartment?","Hi,  and no, as I am the seller, haha  Are you interested? :)"
yes I am interested in your bike. what is the condition of it? does it have any marks? how are the tires?,"So I didn't really ride it much, maybe took it out a couple times which is why I'm selling it. The upshot is it is in great condition and the tires are like new."
sounds really good.I would offer $35 for it,"I could do $35 but you'd have to pick it up, Maybe $40 otherwise? Do either of those work?"
Hi! I am very interested in purchasing this router from you!,Great happy to sell. any questions?
I wanted to know if this was used?,This was used for about 6 months.
Ok that fine! Any cool features that would be good to know about?,Well it is a 4 in 1 router so that is pretty neat and very useful.
Cool. I am willing to pay 45 for the router since I am willing to come pick it up from you!,"That is really low , I am asking 90.. I could do it for 70 for you."
Ok that sounds good!,alright
Good Morning!,Hello!  I see you are interested in my phones.  Can I answer any questions for you?
"Yes, actually.  I was interested to know if there are any issues with the phones?  I see the third one in has a cracked screen...are there any other physical issues with the phones?",The iPhone 4G Black does have a cracked screen but works well regardless.  You can still swipe and use the touch sensitive applications.  The other three phones are in good working order with no wear as I utilized an Otterbox and screen protectors with them.
Sorry for the delay.  I appreciate all the helpful feedback,Not a problem!
Would you be willing to accept 145 for them all?,"Considering that the third phone is cracked, yes.  That seems like a fair offer."
Doing well.  How about you?,"I am great.  Wanting to get this one sold today, are you interested in the unit?"
I am.  It looks like a nice apartment.  Could you give me some information on the amenities?,"It has 3 bedrooms, new flooring, a laundry hookup, and a nice sunny view. it also have off street parking as well."
"I am looking for a 2 bedroom, so this is a little bigger than I need.  Would you be willing to go $1600 if I sign a 2-year lease?",I could go to $2000 only but that would be the lowest I could do for you.
Are there any problems with the car?,"No, only 1 previous owner who kept it in very good condition"
"I can do $7,500.",works for me
is there any way you can sell it for 30? or add some other things to make it more worth it?,"weeell... remember it's got THREE microphones, that's a pretty awesome device there.  really good for teleconferencing!  how about I drop it down to 45?"
3 is a good amount.... how about 40 is that ok?,"weell.. alright, I'll do that"
Hello. I saw your ad and it has caught my attention. Can you please elaborate on it more?,Hello. What would you like to know?
is it new and in a good condition?,It has only been ridden a handful of times. Bearings are brand new!
"Okay, but the price is way way high for me. I would appreciate it if we could work that out?",Sure. I am willing to lower the price a little bit. 180
That's great I can do 180 that's very nice of you!,Definitely! I hope you are able to get more use from it than I was. :)
i need this item how much,Well I am asking $30
wow that's high what does it do?,"If you have a sagging couch, you just put this in the middle and it fixes the sag."
cool can i offer you $10,Well its 3 boxes. So is that $10 for each box?
i can do $15 if you can do that,How about $20 for all three boxes?
i would like them,I will even drop them off for you.
that works for me deal,Well its 3 boxes. So is that $10 for each box?
What is the lowest price you are willing to go?,"1500 is the best I can do, it is a charming apartment with any amenities"
"I don't see many amenities listed, therefore i would like a lower price","Its in ageat area near Underhill Field and the park, perfect for students and near the campus, the best I could do is 1425."
"Yes, I am.",Okay go ahead if you need to know or have any questions please
How long has this been used? It looks a little worn.,"Its been used for few months, and does have a little tear but its still in a good condition"
Where are the speakers located?,Speakers are on the sides
What would you rate the quality of the speakers?,4 out of 5
Will you take $32?,That sounds an attractive price to me. I would be more than happy to sell it to you. When can we meet up and finish the deal?
We can meet up now.,Great! We've got a deal. Cash or credit?
Hey can you tell me about this Humvee and it is road legal?,It is legal and it is in perfect condition.
